NightLoc,DayLoc,People
35001,35006,45
35001,35009,220
35001,35016,375
35001,35001,4946
35002,35004,20
35002,35006,15
35002,38017,15
35002,35011,500
35002,35012,555
35002,35016,1300
35002,35019,2050
35002,35022,935
35002,35026,595
35002,35002,25634
35020,35012,130
35020,35016,60
35020,35020,7314
35003,35017,1065
35003,35003,11396
35004,35014,10
35004,38026,20
35004,35016,330
35004,35019,20
35004,38023,15
35004,35024,2025
35004,35004,60568
35005,35016,135
35005,35005,934
35006,35002,55
35006,35009,135
35006,35011,55
35006,35012,15
35006,35014,35
35006,35016,5990
35006,35017,15
35006,35019,50
35006,38038,10
35006,35022,70
35006,35026,550
35006,35006,31158
35007,35007,758
35008,35002,30
35008,35004,10
35008,35006,485
35008,35009,20
35008,35011,10
35008,35014,10
35008,35016,965
35008,35019,5
35008,35022,5
35008,35026,145
35008,35008,5770
35009,35006,260
35009,35011,60
35009,35012,15
35009,35016,1990
35009,38023,30
35009,35022,20
35009,35026,155
35009,35009,21712
35010,35004,475
35010,35024,100
35010,35010,4548
35011,38001,20
35011,35002,1055
35011,35004,15
35011,35009,10
35011,35012,370
35011,35016,1660
35011,35017,15
35011,35019,1625
35011,38023,15
35011,35022,545
35011,35026,880
35011,35011,25111
35012,35016,305
35012,35019,515
35012,35012,19252
35013,35006,85
35013,35016,960
35013,35026,70
35013,35013,6581
35014,35017,875
35014,35014,25705
35015,35015,21093
35016,38001,100
35016,35002,1320
35016,38006,15
35016,35004,75
35016,35006,1400
35016,35009,400
35016,38017,30
35016,35011,800
35016,38024,10
35016,35012,615
35016,35014,20
35016,35017,115
35016,38031,30
35016,35019,2100
35016,38023,215
35016,38038,315
35016,35022,1100
35016,35024,30
35016,35026,7660
35016,35016,363575
35017,35004,15
35017,35011,30
35017,35014,970
35017,35016,125
35017,38038,35
35017,35017,39578
35018,35004,1670
35018,35016,20
35018,35024,655
35018,35018,16471
35019,35002,350
35019,35006,85
35019,35011,105
35019,35012,2015
35019,35014,10
35019,35016,1020
35019,35017,15
35019,35022,615
35019,35026,260
35019,35019,48968
35021,35002,65
35021,35006,115
35021,35009,15
35021,35011,85
35021,35012,35
35021,35014,35
35021,35016,3065
35021,35019,120
35021,35022,50
35021,35026,480
35021,35021,14198
35022,35002,1180
35022,35006,15
35022,35011,320
35022,35012,1640
35022,35014,15
35022,35016,1840
35022,38028,10
35022,35017,15
35022,35019,7170
35022,35026,1270
35022,35022,59853
35023,35006,270
35023,35009,585
35023,35011,15
35023,35016,1315
35023,35017,15
35023,35019,30
35023,35022,10
35023,35026,95
35023,35023,11515
35024,35004,2955
35024,35016,20
35024,38023,25
35024,35024,19342
35025,35016,100
35025,35025,1809
35026,35002,1110
35026,38006,45
35026,35004,90
35026,35006,170
35026,35009,15
35026,35011,450
35026,35012,350
35026,35016,9465
35026,35019,1635
35026,38023,20
35026,38038,15
35026,35022,935
35026,35026,88347
35027,38001,10
35027,35002,30
35027,35006,65
35027,35011,80
35027,35012,10
35027,35016,1585
35027,35019,20
35027,35022,40
35027,35026,160
35027,35027,10519
35028,35004,1085
35028,35024,210
35028,35028,18875
35029,35004,590
35029,35016,90
35029,35024,135
35029,35029,5464
35030,35017,385
35030,35030,14856
35032,35016,330
35032,35032,3419
35031,38001,10
35031,35002,15
35031,35011,40
35031,35012,45
35031,35016,650
35031,35019,80
35031,38023,15
35031,35022,55
35031,35026,715
35031,35031,7715
35033,35016,895
35033,35026,95
35033,35033,6566
35034,35004,390
35034,35024,400
35034,35034,15781
38001,38006,3365
38001,38017,350
38001,35016,85
38001,38023,45
38001,38038,265
38001,38043,70
38001,38001,43689
38002,38002,1096
38003,38003,2017
38004,38006,50
38004,38011,120
38004,38017,75
38004,38023,120
38004,38038,405
38004,38004,4781
38005,38001,120
38005,38006,260
38005,38017,295
38005,38038,260
38005,38005,7053
38006,38001,5465
38006,38017,770
38006,38023,250
38006,38038,670
38006,38006,74061
38007,38007,1876
38008,38024,80
38008,38038,55
38008,38008,7069
38009,38024,115
38009,38038,50
38009,38009,5525
38010,38022,50
38010,38038,45
38010,38010,4683
38011,38001,150
38011,38006,395
38011,38017,170
38011,38026,100
38011,35016,55
38011,38031,50
38011,38023,1410
38011,38038,3915
38011,38043,35
38011,38011,21705
38012,38017,55
38012,38023,75
38012,38038,225
38012,38012,2431
38013,38013,4093
38014,38024,45
38014,38038,20
38014,38014,1657
38015,38001,60
38015,38022,195
38015,38028,80
38015,38038,100
38015,38015,4436
38016,38016,1667
38017,38001,1760
38017,38006,2960
38017,38026,35
38017,35016,60
38017,38031,55
38017,38023,360
38017,38038,485
38017,38017,44431
38018,38022,125
38018,38026,70
38018,38028,115
38018,38031,100
38018,38023,110
38018,38038,135
38018,38018,4865
38019,38001,1115
38019,38006,500
38019,38017,40
38019,35016,15
38019,38023,100
38019,38038,155
38019,38019,19443
38020,38001,135
38020,38006,105
38020,38011,345
38020,38017,125
38020,38023,155
38020,38038,1435
38020,38043,30
38020,38020,17860
38021,38021,1832
38022,38001,65
38022,38006,95
38022,35004,35
38022,38026,295
38022,35016,35
38022,38028,320
38022,38031,165
38022,38023,300
38022,38038,365
38022,38043,40
38022,38022,21539
38024,38017,10
38024,35016,10
38024,38023,10
38024,38038,75
38024,38024,20362
38025,38026,60
38025,38028,95
38025,38023,330
38025,38038,390
38025,38043,140
38025,38025,8046
38026,38001,190
38026,38006,80
38026,35004,10
38026,38011,50
38026,38017,15
38026,38022,95
38026,35016,30
38026,38028,2310
38026,38031,600
38026,35019,10
38026,38023,925
38026,38038,925
38026,38043,50
38026,38026,36739
38027,38024,510
38027,38038,45
38027,38027,7067
38901,38901,1870
38028,38006,30
38028,38017,30
38028,38022,110
38028,38026,815
38028,35017,80
38028,38031,310
38028,35019,45
38028,38023,190
38028,38038,455
38028,38043,135
38028,38028,28268
38029,38029,2110
38030,38030,2506
38031,38001,95
38031,38006,100
38031,38011,5
38031,38017,45
38031,38022,195
38031,38026,1490
38031,35016,10
38031,38028,2905
38031,38023,530
38031,38038,580
38031,38043,85
38031,38031,30362
38032,38001,155
38032,38006,110
38032,38011,115
38032,38017,125
38032,38022,45
38032,38026,70
38032,38028,10
38032,38023,1570
38032,38038,3415
38032,38032,11755
38033,38033,4141
38023,38001,280
38023,38006,650
38023,35004,45
38023,38011,300
38023,38017,595
38023,38022,170
38023,35014,10
38023,38026,395
38023,35016,45
38023,38028,365
38023,35017,15
38023,38031,270
38023,38038,17270
38023,38043,660
38023,35026,35
38023,38023,136398
38034,38022,50
38034,38026,55
38034,38028,115
38034,38031,35
38034,38023,50
38034,38038,160
